login_success,failed_attempts,session_duration,hour,device_Android,device_Linux,device_MacOS,device_Windows,device_iOS,ip_1,ip_2,ip_3,ip_4,label
1.0,0.0,0.029310715052608977,0.6956521739130435,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.03162055335968379,0.9763779527559056,0
1.0,0.0,0.04681125187889199,0.34782608695652173,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.015810276679841896,0.7125984251968503,0
1.0,0.0,0.09104573759931286,0.7826086956521738,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.0,0.24015748031496065,0
1.0,0.0,0.12851621215374703,0.8695652173913043,True,False,False,False,False,0.9430051813471503,0.8442211055276382,0.03952569169960474,0.6023622047244095,0
1.0,0.0,0.008481855271634099,0.9565217391304348,True,False,False,False,False,0.9430051813471503,0.8442211055276382,0.007905138339920948,0.6811023622047244,0
1.0,0.0,0.10274855056903587,0.3913043478260869,True,False,False,False,False,0.9430051813471503,0.8442211055276382,0.02766798418972332,0.15354330708661418,0
1.0,0.0,0.15879321451578268,0.9130434782608695,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.015810276679841896,0.5118110236220472,0
1.0,0.0,0.01932574618853339,0.8695652173913043,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.023715415019762844,0.44881889763779526,0
1.0,0.0,0.07021687781833799,0.6086956521739131,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.023715415019762844,0.2992125984251969,0
1.0,0.0,0.19132488726648056,0.8695652173913043,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.02766798418972332,0.07086614173228348,0
1.0,0.0,0.18810392956839167,1.0,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.003952569169960474,0.5787401574803149,0
1.0,0.0,0.07719561949753061,0.7391304347826086,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.023715415019762844,0.28346456692913385,0
1.0,0.0,0.13087824779901225,0.13043478260869565,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.01976284584980237,0.3425196850393701,0
1.0,0.0,0.06388232767876316,0.9565217391304348,False,False,False,False,True,0.9430051813471503,0.8442211055276382,0.007905138339920948,0.8110236220472441,0
1.0,0.0,0.12132273996134851,0.13043478260869565,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.007905138339920948,0.4251968503937008,0
1.0,0.0,0.1645909383723427,1.0,True,False,False,False,False,0.9430051813471503,0.8442211055276382,0.01976284584980237,0.84251968503937,0
1.0,0.0,0.14011165986686708,0.3913043478260869,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.03162055335968379,0.8818897637795275,0
1.0,0.0,0.03500107365256603,0.4782608695652174,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.0,0.9803149606299213,0
1.0,0.0,0.1271204638179085,0.6521739130434783,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.01976284584980237,0.8346456692913385,0
1.0,0.0,0.01599742323384153,0.0,False,False,False,False,True,0.9430051813471503,0.8442211055276382,0.03952569169960474,0.6299212598425197,0
1.0,0.0,0.013205926562164483,1.0,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.023715415019762844,0.8976377952755905,0
1.0,0.0,0.061949753059909816,0.6521739130434783,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.003952569169960474,0.6417322834645669,0
1.0,0.0,0.1318445351084389,0.30434782608695654,False,False,False,False,True,0.9430051813471503,0.8442211055276382,0.02766798418972332,0.2204724409448819,0
1.0,0.0,0.15546489156109083,0.5217391304347826,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.015810276679841896,0.4094488188976378,0
1.0,0.0,0.040691432252523085,0.3913043478260869,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.03162055335968379,0.2047244094488189,0
1.0,0.0,0.11241142366330256,0.6521739130434783,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.03952569169960474,0.5,0
1.0,0.0,0.05260897573545201,0.34782608695652173,True,False,False,False,False,0.9430051813471503,0.8442211055276382,0.0,0.11023622047244094,0
1.0,0.0,0.08975735452007731,0.2608695652173913,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.03162055335968379,0.6574803149606299,0
1.0,0.0,0.11681339918402406,0.4782608695652174,False,False,False,False,True,0.9430051813471503,0.8442211055276382,0.01976284584980237,0.7401574803149606,0
1.0,0.0,0.14719776680266267,0.2608695652173913,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.007905138339920948,0.01968503937007874,0
1.0,0.0,0.07676615847111876,0.21739130434782608,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.015810276679841896,0.15354330708661418,0
1.0,0.0,0.18112518788919904,0.30434782608695654,False,False,False,False,True,0.9430051813471503,0.8442211055276382,0.01976284584980237,0.5118110236220472,0
1.0,0.0,0.025123470045093407,0.0,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.035573122529644265,0.1732283464566929,0
1.0,0.0,0.11058621430105219,0.43478260869565216,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.0,0.01968503937007874,0
1.0,0.0,0.1540691432252523,0.08695652173913043,False,False,False,False,True,0.9430051813471503,0.8442211055276382,0.01976284584980237,0.11811023622047245,0
1.0,0.0,0.05239424522224608,0.6956521739130435,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.01976284584980237,0.6574803149606299,0
1.0,0.0,0.05454155035430535,0.6521739130434783,True,False,False,False,False,0.9430051813471503,0.8442211055276382,0.003952569169960474,0.6417322834645669,0
1.0,0.0,0.10725789134636032,0.043478260869565216,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.0,0.9881889763779528,0
1.0,0.0,0.17854842173072794,0.3913043478260869,True,False,False,False,False,0.9430051813471503,0.8442211055276382,0.03952569169960474,0.051181102362204724,0
1.0,0.0,0.17661584711187459,0.34782608695652173,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.003952569169960474,0.6850393700787402,0
1.0,0.0,0.15718273566673824,0.0,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.02766798418972332,0.05905511811023622,0
1.0,0.0,0.07032424307494095,0.5652173913043478,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.01976284584980237,0.41732283464566927,0
1.0,0.0,0.1891775821344213,0.43478260869565216,True,False,False,False,False,0.9430051813471503,0.8442211055276382,0.023715415019762844,0.40551181102362205,0
1.0,0.0,0.09480352158041659,0.08695652173913043,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.035573122529644265,0.023622047244094488,0
1.0,0.0,0.10027914966716771,0.4782608695652174,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.023715415019762844,0.9645669291338582,0
1.0,0.0,0.07472621859566245,0.9565217391304348,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.003952569169960474,0.20866141732283466,0
1.0,0.0,0.18907021687781833,0.6086956521739131,True,False,False,False,False,0.9430051813471503,0.8442211055276382,0.02766798418972332,0.20866141732283466,0
1.0,0.0,0.15503543053467897,0.5652173913043478,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.007905138339920948,0.8622047244094488,0
1.0,0.0,0.14419153961777967,0.043478260869565216,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.023715415019762844,0.6023622047244095,0
1.0,0.0,0.15707537041013528,0.5652173913043478,False,False,False,False,True,0.9430051813471503,0.8442211055276382,0.011857707509881422,0.6929133858267716,0
1.0,0.0,0.1324887266480567,0.6521739130434783,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.007905138339920948,0.1062992125984252,0
1.0,0.0,0.18960704316083316,0.2608695652173913,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.011857707509881422,0.1889763779527559,0
1.0,0.0,0.061735022546703884,0.6956521739130435,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.0,0.8307086614173228,0
1.0,0.0,0.06452651921838094,1.0,True,False,False,False,False,0.9430051813471503,0.8442211055276382,0.023715415019762844,0.21653543307086615,0
1.0,0.0,0.18703027700236202,1.0,False,True,False,False,False,0.9430051813471503,0.8442211055276382,0.035573122529644265,0.4921259842519685,0
1.0,0.0,0.17360961992699162,0.7391304347826086,False,False,False,True,False,0.9430051813471503,0.8442211055276382,0.03952569169960474,0.18503937007874016,0
1.0,0.0,0.16867081812325532,0.6956521739130435,False,False,True,False,False,0.9430051813471503,0.8442211055276382,0.015810276679841896,0.6023622047244095,0
1.0,0.0,0.14182950397251448,0.34782608695652173,False,False,False,False,True,0.9430051813471503,0.8442211055276382,0.011857707509881422,0.7362204724409449,0
